subject,course_number,name,description
PHIL,230J,"God and Philosophy","What is God? Does God exist? Can philosophy prove God or is agnosticism or atheism more reasonable? Is God compatible with evil and suffering or with a modern scientific worldview? Such questions will be explored from a variety of perspectives."
PHIL,237,"Introduction to the Philosophy of Religion","A critical discussion of basic religious concepts. Among the topics covered will be faith, miracles, religious experience, immortality, arguments for the existence of God, and challenges to religious belief. [Note: This course fulfils an Area 3 requirement for Religious Studies majors.]"
PHIL,240,"Introduction to Formal Logic","An examination of classical propositional logic, covering proof methods, expressive completeness, soundness, and completeness. Also an introduction to quantificational logic."
PHIL,245,"Critical Thinking About Science","How does science work? Does anything fall outside the scope of scientific inquiry? Under what circumstances do scientific claims deserve our trust? Does corporate funding of research affect its credibility? What can scientific failures teach us about scientific success? By looking at case studies of recognized scientific successes and failures, this course addresses these questions in a way that emphasizes core philosophical concepts in epistemology, philosophy of science, and ethics."
PHIL,251,"Metaphysics and Epistemology","This course introduces philosophical theories about the nature of reality (metaphysics), how we gain knowledge of it (epistemology), and of why such questions matter. Topics may include skepticism, the nature of rationality, knowledge of other minds, realism and anti-realism, and free will and determinism."
PHIL,252,"Quantum Mechanics for Everyone","Quantum mechanics is driving a technological revolution. This course offers an introduction to the basic concepts of quantum mechanics from a historical and philosophical perspective. The course will supply the background needed to understand the controversies surrounding the interpretation of quantum mechanics as well as the principles behind the cutting-edge research being carried out at the Perimeter Institute and the University of Waterloo."
PHIL,255,"Philosophy of Mind","This course will discuss fundamental questions concerning the nature of mind, including the relation between mind and body, the plausibility of commonsense views of the mind, and knowledge of other minds."
PHIL,256,"Introduction to Cognitive Science","Cognitive science is the interdisciplinary study of mind and intelligence. This course will draw on philosophy, psychology, artificial intelligence, linguistics, neuroscience, and anthropology to address central questions about the nature of thinking. Topics discussed will include mental representation, computational models of mind, and consciousness."
PHIL,257,"Philosophy of Mathematics","An introduction to philosophical problems concerning mathematics. Topics may include: what makes mathematical statements true (e.g., do numbers exist?); whether mathematics is a human creation or something we discover; what counts as a proof; mathematical paradoxes; the relationship between mathematics and other sciences; and mathematical pluralism. [Note: Formerly PHIL 359.]"
PHIL,258,"Introduction to the Philosophy of Science","This course considers fundamental questions concerning the nature of science. Consideration is given to such topics as scientific methodology, scientific revolutions, natural laws, and the debate about whether scientific theories represent reality, or just our perceptions of reality."
PHIL,259,"Philosophy of Technology","What is technology? What is its relationship with modern science? Is technology a means or an end? Does the development of technology require a change in the way we conceive human nature and its place within the natural world? What new moral and metaphysical dilemmas does technology raise?"
PHIL,260,"Ancient Science","The ancient Greeks developed scientific theories that were influential for over a thousand years. Their worldview was different from ours, but they sought to explain some of the same phenomena that we grapple with today. In this course, we will study ancient Greek theories and methodologies in the sciences, which may include physics, astronomy, mathematics, meteorology, cosmology, astrology, and geography."
PHIL,262J,"Postmodernist Philosophy","A critical examination of postmodernism as a philosophical movement that has profoundly influenced the contemporary world. The course will introduce students to the main tenets of postmodernist philosophy in areas such as rationality, morality, politics, religion, art, and culture."
PHIL,265,"The Existentialist Experience","An introduction to existentialism using both literary and philosophical texts."
PHIL,271,"Special Topics","Special topics, as announced by the department. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,283,"Great Works: Ancient and Medieval","A historical survey of ancient and medieval philosophy in the Western tradition."
PHIL,284,"Great Works: Modern","A historical survey of modern philosophy in the Western tradition. [Note: Formerly PHIL 250B.]"
PHIL,285J,"Great Christian Thinkers","An introduction to and examination of the thought of one important figure of Christian philosophy, such as Augustine, Thomas Aquinas, or Kierkegaard. The choice of the philosopher studied varies from term to term. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,286J,"Great German Thinkers","An introduction to and examination of the thought of one important figure (such as Leibniz, Kant, Nietzsche, or Heidegger) or school (such as Idealism, Romanticism, or phenomenology) of German philosophy. The choice of the philosopher(s) studied varies from term to term. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,291,"The Social Nature of Knowledge","This course examines social aspects of knowledge, including ways that characteristics of individual knowers and their communities affect the acquisition, interpretation, production, and transfer of knowledge.  In addition, we analyze the consequences this has for the objectivity of knowledge.  The course features significant input from researchers in the humanities and social sciences in the form of guest lectures."
PHIL,302,"Topics in Feminist Philosophy","Special topics in feminist philosophy, as announced by the department. Possible topics include (but are not limited to) bodily autonomy, reproductive justice, intersectionality, feminist epistemology, and the metaphysics of race and/or gender. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,305J,"Philosophy of Nature","A philosophical study of the most fundamental and common aspects of the natural world. After examining how such a study differs from and complements modern science, topics such as nature, matter, change, cause, time, and chance will be explored."
PHIL,306J,"Philosophy of Science","A philosophical study of the approaches to the material world used by contemporary physical science. The nature and the value of the experimental method in the writings of scientists past and present will be examined."
PHIL,315,"Ethics and the Engineering Profession","An analysis from the standpoint of philosophical ethics of moral issues arising in professional engineering practice. Issues include the social responsibility of engineers, conflict of interest and obligation, morally acceptable levels of risk, and moral implications of technology."
PHIL,318J,"Philosophy and the Family","A philosophical examination of the family: its foundation, its purpose, its importance in personal growth and its relation to political community."
PHIL,319J,"Ethics of End-of-Life Care","What options does a person reaching the end of life have and how can they best be cared for? How can we balance patient autonomy with the expertise of the health-care provider and the demands of the health-care system? This course will help students think philosophically and critically about issues like these in their cultural, historical, and legal context. Specific topics may include consent, human dignity, euthanasia, refusal or withdrawal of treatment, palliative care and holistic patient care, pluralism and diverse understandings of dying, and treatment of the elderly."
PHIL,320,"Topics in Value Theory","Special topics in value theory, as announced by the department. Possible topics include (but are not limited to) meta-ethics, moral psychology, moral responsibility, justice and oppression, international justice, and specific topics in applied ethics. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,321J,"The Philosophy of Palliative Care","An exploration of the principles and approaches of the hospice-palliative care movement as it was developed by its founders in the 20th century and as applied today. Topics may include the principles of pain and suffering management, holistic care of patients and their families, value of life at all stages, and integrating palliative care into mainstream medicine."
PHIL,324,"Social and Political Philosophy","An examination of central issues in social and political philosophy. This course draws on both contemporary and historical readings to discuss issues such as: Does the state have legitimate authority to govern? What is the just way to distribute resources? What is the value of equality? Of liberty? What rights, if any, do we have, and why?"
PHIL,326J,"Philosophy of Social Justice","What is justice and more particularly what makes a society just? In the philosophical treatment of this problem, notions such as the purpose of community living, private and common goods, individual freedom, and social responsibility will be explored."
PHIL,327,"Philosophy of Law","Basic themes in the philosophy of law. Issues include the nature of law and its relation to morality and politics, legal reasoning, the justification of punishment, and theories of rights, responsibility, and liability."
PHIL,328,"Human Rights","What are human rights? Which do we have, and why? What are the practical implications of human rights, for both individuals and institutions? A comprehensive discussion of theory and history, of law and morality, and of national and international applications."
PHIL,329,"Violence, Non-violence, and War","An exploration of the traditional debates concerning the legitimacy of violence and war as instruments in the pursuit of personal and political goals. The course critically examines a continuum of views from religious doctrines of non-resistance, to various forms of pacifism and non-violent resistance, "just-war theory", and political realism. The strategic arguments for political non-violent action are also considered."
PHIL,331,"Philosophy of Art","What is art? What is beauty? What do the two have to do with each other? This course introduces students to some fundamental issues in the philosophy of art, and to a variety of philosophical views on these issues."
PHIL,340,"Topics in Formal Philosophy","Special topics in formal philosophy, as announced by the department. Potential topics may include (but are not limited to) non-standard logics, intermediate classical logic, game and decision theory, philosophy of mathematics, and formal epistemology. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,350,"Topics in Epistemology","Special topics in epistemology, as announced by the department. Potential topics include (but are not limited to) the epistemology of testimony, the epistemology of disagreement, normative social cognition, and the varieties and functions of ignorance. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,355,"Topics in Metaphysics","Special topics in metaphysics, as announced by the Department. Potential topics include (but are not limited to) universals and particulars, the mind-body problem, realism and anti-realism, and the nature of time. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,356,"Intelligence in Machines, Humans, and Other Animals","A comparison of the representations and processes that produce intelligent performance, such as problem-solving, learning, and language in natural and artificial systems."
PHIL,358,"Topics in Philosophy of Science","Special topics in the philosophy of science, as announced by the department. Possible topics include (but are not limited to) philosophy of physics, philosophy of biology, the philosophy of social science, topics in the history and philosophy of science, general philosophy of science, and science in society. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,363,"Philosophy of Language","Topics in the philosophy of language such as meaning, truth, reference, speech acts, mental representations of syntax and semantics, psycholinguistics, and relations between logical and natural languages."
PHIL,371,"Special Topics","Special topics, as announced by the department. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,380,"History of Ancient Philosophy","In this course students will examine one or more important figures, periods, or issues in ancient philosophy. Plato and Aristotle are among the philosophers who may be covered. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,382,"Medieval Philosophy","In this course students will examine one or more important figures, periods, or issues in medieval philosophy. Augustine, Boethius, Avicenna, Maimonides, Aquinas, and Scotus are among the philosophers who may be covered. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,384,"History of Modern Philosophy","In this course, students will learn about one or more important figures, periods, or issues in modern philosophy. Descartes, Locke, Leibniz, Berkeley, Hume, and Kant are among the figures who may be covered. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,386,"19th- and 20th-Century Philosophy","A course on one or more important figures or issues in 19th- or 20th-century philosophy, as announced by the department. The focus of the course may change each time it is offered. Potential figures include (but are not limited to) Hegel, Marx, Nietzsche, James, Dewey, Peirce, Frege, Carnap, and Russell. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,450J,"Being and Existence","A discussion of metaphysics as the kind of examination initiated by the Greeks (e.g., Parmenides and Aristotle) and renewed subsequently by many other philosophers (e.g., Aquinas and Heidegger), understood as ontology or the rational study of being as such. Notions such as reality, essence, existence, and analogy will be discussed."
PHIL,451J,"Thomas Aquinas","An in-depth study of a particular theme in Thomas Aquinas. Specific topic to vary. [Note: This is a repeatable course, subject to different content; it may be completed a total of three times.]"
PHIL,673,"Graduate Courses","Graduate level courses covering specialized topics in philosophy.  These courses are often held in conjunction with 400 level philosophy courses, though of course the work requirements for graduate students are more stringent.  Students must pay attention to the restriction on the number of these courses they are allowed to count toward their degree."
PHYS,111,"Physics 1","An introduction to physics for students intending to concentrate their further studies in biology, dentistry, medicine and paramedicine; includes particle kinematics and dynamics, energy and momentum conservation, and rotational mechanics. [Offered: F, W; also offered online: W]"
PHYS,112,"Physics 2","A continuation of PHYS 111; includes simple harmonic motion, electrostatic force and potential, electric current and power, DC circuits, magnetic field and induction, wave motion, sound and optics. [Offered: W,S; also offered online: S]"
PHYS,115,Mechanics,"Brief review of kinematics. Particle dynamics, work, energy, conservation of energy. Conservation of linear momentum, collisions, rotational kinematics and dynamics, conservation of angular momentum. Equilibrium of rigid bodies. [Offered: F, W, S]"
PHYS,121,Mechanics,"An introductory course in physics for students intending to concentrate their future studies in the physical sciences, optometry, or mathematics; includes vectors (dot and cross products), particle kinematics and dynamics, forces in nature, work and energy, conservation of energy and linear momentum, rotational kinematics and dynamics, and conservation of angular momentum. [Note: Successful completion of 4U Calculus and Vectors, 4U Advanced Functions and 4U Physics is required. Offered: F, also offered online: W]"
PHYS,122,"Waves, Electricity and Magnetism","Simple harmonic motion, resonance, damped harmonic motion, complex numbers, wave motion and sound, electrostatic force and potential, electric current and power, capacitors, DC circuits, LRC circuits, introduction to magnetic fields Lorentz Force. [Offered: W, S; also offered online: S]"
PHYS,124,"Modern Physics","An introductory course in modern physics; includes relativity, quantum physics, atomic physics, nuclear physics, particle physics and gravitation. [Offered:  W]"
PHYS,125,"Physics for Engineers","Oscillations; simple harmonic motion. Wave motion, travelling and standing waves; transverse and longitudinal waves, including sound. Geometrical optics; reflection and refraction. Physical optics; interference and diffraction. Quantum physics; quantization of radiation; hydrogen atom. [Offered: W,S]"
PHYS,175,"Introduction to the Universe","A survey course in astrophysics intended for Physics and Astronomy students. Astrophysical processes, the sky, the Sun, stars, black holes, the Milky Way and other galaxies, Big Bang cosmology. [Note: students in Honours Physics and Astronomy programs must also take PHYS 175L; Offered: W]"
PHYS,224,"Electricity and Magnetism for Life and Medical Physics","Coulomb's law, electric field, Gauss' law, potential, current, resistance, electromotive force, D.C. circuits, magnetic fields, induced electromotive forces; applications include cell membrane potentials, action potentials, role of charge in structure and function of DNA, basis for the magneto-encephalogram and biomedical instrumentations. [Offered: F]"
PHYS,225,"Modeling Life Physics","Introduction to modeling living systems and their components. Statistical methods in data analysis, curve fitting, including p values. Fourier series and transforms, structural analysis, including nearest neighbor distributions in biomedical applications.  Introduction to methods for analysis of transport properties in biological systems. Use of computers in these areas. [Offered: F]"
PHYS,233,"Introduction to Quantum Mechanics","Introduction to quantization, wave-particle duality and the uncertainty principle The Schroedinger equation and solvable examples. Topics will include stationary states of particle-in-a-box, harmonic oscillator, and the hydrogen atom. Quantization of angular momentum and spin. Introduction to approximation methods including time-independent perturbation theory. Modern applications of quantum mechanics. [Offered: W]"
PHYS,234,"Quantum Physics 1","Background of quantum physics. Introduction to formalism of quantum physics. Introduction to operators. Quantization, waves, and particles. The uncertainty principle. The Schroedinger equation for one-dimensional problems: bound states in square wells, harmonic oscillator, transmission through barriers. [Note: CS 114, PHYS 236, or knowledge of computational methods is recommended. Offered: W, S]"
PHYS,242,"Electricity and Magnetism 1","Electrostatics in vacuum, electric potential, conductors and currents, magnetostatics in vacuum, electromagnetic induction. [Offered: W,S]"
PHYS,256,"Geometrical and Physical Optics","Geometrical optics: image formation, ray tracing through multiple optical components, dispersion by prisms, optical fibers, optical instruments - eyes, telescopes, microscopes, and cameras, introduction to aberrations; physical optics: interference and interferometers, diffraction, imaging resolution, diffraction gratings and their use in spectroscopy; wave-particle duality; introduction to the electromagnetic nature of light and polarization. [Offered: F]"
PHYS,263,"Classical Mechanics and Special Relativity","Newtonian dynamics of particles and systems of particles. Oscillations. Gravity and the central force problem. Lorentz transformations and relativistic dynamics. [Offered: W,S]"
PHYS,267,"Probability, Statistics, and Data Analysis for Physics and Astronomy","Probability, probability distributions, errors, descriptive statistics, statistical inference (hypothesis testing, fitting, confidence intervals), computational methods (e.g., Monte Carlo) in Python, examples from physics and astronomy. [Offered: W, S]"
PHYS,275,Planets,"Terrestrial and gas giant planets in the Solar System, asteroids and comets. Extrasolar planets and astrobiology.  Star and planet formation.  [Offered: F]"
PHYS,280,"Introduction to Biophysics","Introduction to a physical understanding of biological systems at macro and molecular scales. The course is intended for second-year science and engineering students and will cover a broad spectrum of topics in biophysics, as well as an introduction to neurobiology, nanotechnology, and biotechnology. [Offered: W,S]"
PHYS,334,"Quantum Physics 2","Formalism of quantum mechanics. Operator approach to the harmonic oscillator.  Quantum mechanics in three dimensions: Hydrogen atom, angular momentum and spin. Time-independent perturbation theory. Fine structure of hydrogen. Zeeman effect. Identical particles. The variational principle. Ground state of the helium atom. Applications in atomic and molecular physics. [Offered: W]"
PHYS,335,"Condensed Matter Physics","Overview of condensed matter ordered and disordered systems. Thermodynamic origin of order and phase transitions. Waves. Properties of the solid state. Crystals and fractals. Overview of Fourier Series. Reciprocal lattice. Diffraction. Classical elastic theory of the crystalline state. Electrons in a periodic potential, Band structure and Fermi surface. [Offered:  W]"
PHYS,342,"Electricity and Magnetism 2","Electric and magnetic fields in media, auxiliary fields, Maxwell's equations, electromagnetic waves, electric and magnetic properties of matter. [Note: PHYS 236 or knowledge of computational methods recommended. Offered: F,S]"
PHYS,349,"Advanced Computational Physics","Algorithms for solving differential equations; Monte Carlo techniques; Fourier transforms; programming and computational techniques using Python, applied to physical problems such as astrophysics, electricity and magnetism, classical and quantum mechanics; introduction to machine learning and artificial intelligence. [Offered: W]"
PHYS,358,"Thermal Physics","Temperature and thermodynamic equilibrium. Work, internal energy and heat; first law, with examples. Kinetic theory of gases.  Basic probability theory.  Microscopic states and entropy.  Absolute temperature, reversibility and the second law. Thermodynamic Functions and Maxwell's relations.  Phase transitions. Third Law. Other applications of thermodynamics. [Formerly PHYS 258.  Offered: F, S]"
PHYS,359,"Statistical Mechanics","Fundamental postulate of statistical thermodynamics. Entropy. Microcanonical, canonical, and grand canonical ensembles. Fermi-Dirac, Bose-Einstein, and Boltzmann Statistics. Maxwell-Boltzmann velocity distribution. Applications to specific heat of solids, classical and quantum gases, electrons in metals, Planck's law of radiation, and Bose-Einstein condensation. [Offered: W]"
PHYS,363,"Intermediate Classical Mechanics","Non-inertial frames of reference. Calculus of variations. Lagrangian mechanics. Coupled oscillations and normal modes. Hamiltonian dynamics. [Offered: F,S]"
PHYS,364,"Mathematical Physics 1","Sturm-Liouville theory. Legendre, Bessel, and other special functions. Fourier series and introduction to Fourier transforms. Separation of variables. [Offered: F, S]"
PHYS,365,"Mathematical Physics 2","Introduction to probability and statistics. Complex variables, Cauchy-Riemann conditions, Cauchy integral formula, Taylor and Laurent expansions, residue theorem, contour integrals and applications. Fourier and Laplace transforms with applications. [Offered: W]"
PHYS,375,Stars,"Stellar distances, masses, ages. Stellar interiors and atmospheres, star formation and evolution. Supernovae, white dwarfs, neutron stars, black holes. [Offered: W]"
PHYS,380,"Molecular and Cellular Biophysics","Cell structure and molecular composition; intermolecular interactions and hydration; protein structure and function; cytoskeletal filaments; DNA structure, packing and chromosomes; rate equations and biological dynamics (e.g., cytoskeletal polymerization); self-assembly; cell membranes; action potentials and biological electricity; molecular motors; cell motility. [Note: Recommended PHYS 280/BIOL 280. Offered: F,S]"
PHYS,383,"Medical Physics","Applications of physics in medicine. The course will address basic concepts of medical imaging, nuclear medicine and radiation isotopes, radiation therapy and biomedical laser applications. Nuclear structure and binding energy. Nuclear decays, radioactivity and nuclear reactions. Interaction of radiation with matter. [Offered: W]"
PHYS,391,Electronics,"Norton and Thévenin equivalent circuits, bipolar junction and field-effect transistors, operational amplifiers, negative feedback, noise, common circuits used for measurement and control of laboratory experiments, introduction to digital circuits. [Offered: W]"
PHYS,393,"Physical Optics","Fourier Optics: diffraction, dispersion, coherence, imaging. Polarization: birefringence, Jones vectors, Mueller Matrices. Fresnel Equations: optics at an interface, thin films. [Offered: W even years]"
PHYS,394,"Light-Matter Interactions","Lasers: semi-classical interaction, properties, cavity, Gaussian beams.  Radiation and Detectors. Introduction to nonlinear optics. [Offered: W odd years]"
PHYS,395,"Biophysics of Therapeutic Methods","The effect of radiation of various kinds on cells and tissues; elements of radiobiology and photobiology; molecular mechanisms of radiation-induced DNA damage and cell death, repair of radiation damage, dose-response relationships; tumor radiobiology and therapies, radiotherapy, photodynamic therapy, combination therapies; radiosensitizers and photosensitizers for cancer therapies; transdisciplinary advances in physical methods (ultrafast laser and ultrasound techniques) for biomedical applications. [Note: PHYS 380 is recommended. Offered: W even years]"
PHYS,396,"Biophysics of Imaging","Introduction to imaging concepts in biophysics with emphasis on the interrelationship between the physics principles of an imaging modality and the associated image reconstruction; methods for imaging at macroscopic to microscopic scales; computed tomography, magnetic resonance imaging, ultrasound, PET, optical imaging, optical and fluorescence microscopy, scanning probe microscopy (AFM, STM), optical tweezers, electron microscopy. [Note: PHYS 380 recommended. Offered: W odd years]"
PHYS,434,"Quantum Physics 3","Symmetries and conservation laws. Review of time-independent perturbation theory (degenerate and non-degenerate, Rayleigh-Schrodinger, Brillouin-Wigner and canonical perturbation theory; effective Hamiltonian derivation). Time-dependent perturbation theory (1st and 2nd order, adiabatic perturbation, Aharonov-Bohm effect). Fermi's golden rule. Two-level systems. Emission and absorption of radiation (applications). Second quantization of electromagnetic field in free space; photons. Spontaneous emission and natural lifetime; Lamb shift.  Elements of scattering theory. Introduction to the Dirac equation. [Offered: F]"
PHYS,435,"Current Topics in Condensed Matter Physics","Physics pertaining to collective and emergent phenomena in condensed matter systems. Examples of topics to be covered include magnetism, superconductivity, heavy Fermion systems, quantum hall effect, protein folding, membranes, DNA physics, polymer physics, Modern experimental and theoretical techniques. [Offered: W]"
PHYS,442,"Electricity and Magnetism 3","Review of the origin of Maxwell's equations, conservation laws, potential formulation of Maxwell's equations and gauge choices, vacuum solutions of Maxwell's equations (free space, waveguides, dispersion), solution to Maxwell's equations for arbitrary sources (static and time-dependent problems), relativistic formulation of electrodynamics, macroscopic Maxwell's equations and plane waves in macroscopic media. [Offered: F]"
PHYS,444,"Introduction to Particle Physics","This course introduces students to the standard model of particle physics. Topics covered include symmetries, particle classification, experimental methods and tools, scattering, Feynman diagrams, gauge theories, quantum electrodynamics, quarks, quantum chromodynamics, weak interactions, and the Higgs mechanism. [Offered: W]"
PHYS,449,"Machine Learning in Physics","Machine learning applications in the physical sciences. [Offered: F]"
PHYS,454,"Quantum Theory 2","The Hilbert space of states, observables, and time evolution. Feynman path integral and Greens functions. Approximation methods. Co-ordinate transformations, angular momentum, and spin. The relation between symmetries and conservation laws. Density matrix, Ehrenfest theorem, and decoherence. Multiparticle quantum mechanics. Bell inequality and basics of quantum computing. [Offered: F]"
PHYS,461,Nanophysics,"Fundamentals of nanotechnology.  Applications of nanotechnology in biology and medicine.  Nanotechnology and society.  Physical foundations of nanodevices.  Conduction at the nanoscale.  Modern nanodevices. [Offered: F]"
PHYS,467,"Introduction to Quantum Information Processing","Basics of computational complexity; basics of quantum information; quantum phenomena; quantum circuits and universality; relationship between quantum and classical complexity classes; simple quantum algorithms; quantum Fourier transform; Shor factoring algorithm; Grover search algorithm; physical realization of quantum computation; error-correction and fault-tolerance; quantum key distribution. [Offered: F, W]"
PHYS,468,"Introduction to the Implementation of Quantum Information Processing","Photonic quantum computing, Superconducting qubits, NMR, Ion Trap quantum computing, Atomic quantum computing. [Offered: F]"
PHYS,474,Galaxies,"Galaxy structure, formation and evolution.  Dynamics and stellar populations; gas and dust; supermassive black holes; large-scale structure. [Offered:  F]"
PHYS,475,Cosmology,"Robertson-Walker metric and Friedmann equations.  Observational cosmology.  Dark matter and dark energy.  Gravitational lensing. Big Bang nucleosynthesis, the cosmic microwave background.  Inflation.  Structure formation. [Note:  PHYS 474 is recommended.  Offered: F]"
PHYS,476,"Introduction to General Relativity","Tensor analysis. Curved space-time and the Einstein field equations. The Schwarzschild solution and applications. The Friedmann-Robertson-Walker cosmological models. [Offered: W]"
PHYS,483,"Advanced Therapeutic Concepts in Oncology and Medical Physics","This course examines advanced oncology therapeutic concepts required as a foundation for patient management in the inpatient, ambulatory, and community settings. Topics include a comprehensive review of cancer epidemiology and pathophysiology, therapeutic agents used in the oncology setting, management of cancer therapy toxicities, and treatment and palliation of cancer symptoms. Physics methods in radiation therapy and the medical physicist's role in cancer treatment will be addressed. [Offered: W; Held with PHARM 464]"
PHYS,484,"Quantum Theory 3: Quantum Information and Foundations","Theory of correlations and entanglement; theory of quantum channels, detectors; the measurement problem, in quantum mechanics; phase space formulation of quantum mechanics; entanglement in infinite dimensional quantum systems; introduction to open quantum systems; and exploration of current research directions in quantum information. [Offered: W]"
PHYS,490,"Special Topics in Physics","A lecture course offered in a particular branch of physics, subject to availability of instructor."
PHYS,491,"Special Topics in Life, Medical and Biophysics","A lecture and project course offered in areas of life, medical and biophysics, which will add to the learning experience of the students in these plans at a fourth-year level. Lecture topics may include advanced topics in molecular and cellular biophysics, imaging, biophotonics, interaction of radiation with biomaterials, radiation dosimetry and other physics based diagnostics and therapeutics. Projects may include studies of recent advances in any areas of medical and biophysics.  [Offered: F]"
PHYS,601,"Perimeter Scholars International Quantum Field Theory 1","Canonical quantization of fields, perturbation theory, derivation of Feynman diagrams, applications in particle and condensed matter theory, renormalization in phi^4."
PHYS,602,"Perimeter Scholars International Statistical Physics","A brief review of ensembles and quantum gases, Ising model, Landau theory of phase transitions, order parameters, topology, classical solutions."
PHYS,603,"Perimeter Scholars International Quantum Field Theory 2","Feynman Path Integral, abelian and nonabelian guage theories and their quantization, spontaneous symmetry breaking, nonperturbative techniques:   latticef ield theory, Wilsonian renormalization."
PHYS,604,"Perimeter Scholars International Relativity","Special relativity, foundations of general relativity, Riemannian geometry, Einstein's equations, FRW and Schwarzschild geometries and their properties"
PHYS,605,"Perimeter Scholars International Quantum Theory","Schrodinger equation: free particle, harmonic oscillator, simple time-dependent problems.  Heisenbrerg picture and connection with classical physics.  Entaglement and non-locality.  Pure and mixed states, quantum correlators, measurement theory and interpretation."
PHYS,606,"Perimeter Scholars International Information and Data Analysis","Probability, entropy, Bayesian inference and information theory.  Maximum likelihood methods, common probability distributions, applications to real data including Monte-Carlo methods."
PHYS,607,"Perimeter Scholars International Dynamical Systems","Maps, flows, stability, fixed points, attractors, chaos, bifurcations, ergodicity, approach to chaos.  Hamiltonian systems, Liouville measure, Poincare theorem, integrable systems with examples."
PHYS,608,"Perimeter Scholars International Computation","Common algorithms for ode and pde solving, with numerical analysis.  Common tasks in linear algebra.  Focus on how to write a good code, test it, and obtain a reliable result.  Parallel programming."
PHYS,609,"Perimeter Scholars International Conformal Field Theory","This course is an introduction to the key ideas and techniques of conformal field theories.  These theories play a central role In the study of phase transitions in statistical physics and condensed matter systems, as well as in string theory.  Conformal field theories provide a theoretical laboratory in which the constraints imposed by symmetries allow for the exact solution of field theories, which have found important applications in both physics and mathematics."
PHYS,610,"Perimeter Scholars International Mathematics Physics","This course will include the study of Perturbation Theory (Regular and Singular) Speeding Up Convergence:  Shanks Transformations and Richardson Extrapolation Taylor Series, Fourier Series and the Gibbs Phenomenon Using Diveregent Series: Generalised Summation Analytic Continuation, Riemann Surfaces and Branch Points Continued Functions and Pade Approximants Steiltjes Functions, the Herglotz Property and the Carleman Bound Feynman Diagrams."
PHYS,611,"PSI Condensed Matter Physics","Theories of Condensed Matter Physics emphasizing the consequences of broken symmetries and the resulting collective modes which emerge, including broken translational symmetry and phonons, broken spin rotational symmetry and magnons, electronic properties of normal metals, and broken U(1) gauge symmetry in superconductors, excitations above the gap and collective modes in superconductors."
PHYS,650,"Perimeter Scholars International Explorations in Quantum Gravity","This course will introduce the students to the basic techniques and results of the field of loop quantum gravity.  Possible topics include: 1) The Ashtekar variables and the Hamiltonian formalism; 2) The Plebanski action for general relativity; 3) The Hilbert space of loop quantum gravity and basic operators such as the area and volume operators; 4) Spin foam models; 5) Group field theory; 6) Quantum black hole horizons."
PHYS,701,"Quantum Mechanics 1","Review of formalism of nonrelativistic quantum mechanics including symmetries and invariance. Approximation methods and scattering theory. Elementary quantum theory of radiation. Introduction to one-particle relativistic wave equations."
PHYS,702,"Quantum Mechanics 2","Concepts of relativistic quantum mechanics, elementary quantum field theory, and Feynman diagrams. Application to many particle systems. Students who have not taken PHYS 701 but have an equivalent background in Quantum Mechanics may seek the instructor's consent to register in this course."
PHYS,703,"Introduction to Quantum Field Theory","Review of relativistic quantum mechanics and classical field theory. Quantization of free quantum fields (the particle interpretation of field quanta). Canonical quantization of interacting fields (Feynman rules). Application of the formalism of interacting quantum fields to lowest¿order quantum electrodynamic processes. Radiative corrections and renormalization."
PHYS,704,"Statistical Physics 1","Statistical basis of thermodynamics; microcanonical, canonical and grand canonical ensembles; quantum statistical mechanics, theory of the density matrix; fluctuations, noise, irreversible thermodynamics; transport theory; application to gases, liquids, solids."
PHYS,705,"Statistical Physics 2","Phase transitions. Fluctuation phenomena. Kubo's theory of time correlation functions for transport and spectral properties; applications selected from a variety of topics including linearized hydrodynamics of normal and superfluids, molecular liquids, liquid crystals, surface phenomena, theory of the dielectric constant, etc. Students who have not taken PHYS 704 but have an equivalent background in Statistical Physics may seek the instructor's consent to register in this course."
PHYS,706,"Electromagnetic Theory","Maxwell's equations and conservation laws; accelerated point charges and electromagnetic radiation; multipole expansions; electromagnetism and special relativity; selected applications."
PHYS,708,"Applications of Group Theory","Introduction to group theory; symmetry, the group concept, representation theory, character theory. Applications to molecular vibrations, the solid state, quantum mechanics and crystal field theory."
PHYS,709,"Green's Function Method","Review of essential quantum field theory. Zero and finite temperature Green's functions. Applications."
